3071, 7960
9946, 10
7829, 2539
1843, 2633
4404, 6623
7894, 2908
5145, 5555
4606, 3228
1485, 2567
7445, 443
7234, 5048
7635, 628
793, 1913
1380, 5421
5152, 3822
6039, 172
3288, 9976
3810, 5731
2485, 2776
5443, 8233
5567, 3426
2338, 7207
4182, 3200
498, 5676
8210, 6383
2454, 9309
2072, 2458
8000, 9212
7560, 4994
7876, 7187
1635, 9287
1884, 3965
1051, 6549
9509, 5938
2050, 893
4182, 6685
2756, 9823
9200, 252
657, 721
5089, 2692
2754, 2575
5987, 5246
4397, 367
1777, 4417
1796, 3679
426, 6141
6679, 7229
5838, 4513
5802, 4755
6917, 6634
913, 6206
8799, 3305
4551, 9785
5718, 8320
7598, 651
1007, 7336
7217, 5561
7488, 450
7654, 4089
9275, 9624
4047, 4212
5513, 3567
1551, 4919
946, 2812
6665, 2263
3880, 3008
3028, 7934
1699, 7297
5612, 2102
7799, 5766
1698, 7569
2449, 3086
8531, 2851
9697, 4750
8246, 7820
3298, 9846
5230, 9238
6228, 6430
1343, 7607
6123, 2770
9038, 6227
8320, 5687
353, 5730
2709, 7897
2230, 4505
7190, 130
6848, 488
8475, 4553
891, 448
3226, 37
7697, 654
5353, 1469
3861, 7960
8753, 4573
7260, 4162
4046, 6743
1963, 4381
8979, 4275
3244, 4558
7546, 7572
4938, 4439
9897, 4377
1580, 3348
6480, 1597
5167, 7715
8911, 3964
6747, 3137
6421, 5122
8551, 4797
4643, 7297
2777, 524
5406, 782
5974, 5416
5651, 2009
1943, 5877
5398, 6552
3516, 9234
2387, 6719
4811, 7080
9989, 6637
7233, 3395
2340, 1766
5225, 9289
8569, 4681
9226, 9307
2638, 2637
2666, 3192
1360, 2237
3601, 9800
5350, 2156
8408, 3180
1916, 631
5408, 9408
8104, 9462
7247, 1673
2973, 3343
6806, 6609
2509, 8295
6558, 5772
7482, 8453
1840, 6358
8165, 357
9539, 7963
5864, 4230
1296, 834
7023, 7425
3554, 5591
1200, 8678
6666, 3939
6363, 7077
9470, 8859
1197, 8773
4385, 5250
9007, 1012
8878, 8012
2187, 7452
1822, 7568
7902, 6958
7849, 9384
1737, 8846
8489, 600
5842, 5579
6730, 9465
6967, 5177
2525, 9617
1554, 4349
7308, 4801
1032, 5828
9640, 2187
3324, 7520
7245, 6445
5697, 1377
72, 7598
5548, 620
4463, 180
8375, 6378
5342, 752
8754, 9951
8034, 8055
8117, 580
8750, 8845
128, 116
3883, 3408
7187, 3745
5885, 6142
585, 6080
8816, 4180
7439, 2375
9569, 3461
5363, 8161
3049, 3155
4136, 1388
4948, 3597
6901, 6160
6256, 8356
5245, 3995
9905, 7740
5193, 5549
4625, 5052
8593, 3486
9909, 9329
9867, 8775
4538, 9237
2010, 2180
9006, 8680
3399, 4771
2332, 1176
3069, 4841
1519, 6259
7534, 4546
9783, 5894
5331, 9218
3802, 4576
3489, 8013
8689, 3336
7111, 7408
2227, 9063
7636, 2122
2848, 9284
3365, 9722
7971, 6011
8252, 1974
3563, 713
2684, 1285
3827, 5142
1729, 9882
428, 3983
3597, 9453
3820, 4878
5372, 3255
4416, 1609
6969, 4891
4573, 4116
6265, 8700
2724, 8116
5333, 8350
1044, 3122
5862, 2141
1050, 5079
1593, 2916
3827, 5226
9026, 8427
2930, 6467
7180, 7952
108, 6859
8942, 5744
9312, 2243
9722, 1298
3349, 2477
3775, 561
7804, 8282
7566, 3652
6965, 3185
6537, 8412
3661, 1369
8999, 1529
6884, 7907
1509, 9689
9133, 2103
3414, 7470
2302, 8906
7307, 5579
5015, 6473
2782, 9131
5600, 4660
408, 6494
4315, 5450
4163, 9936
3065, 9372
8857, 4808
1145, 6145
427, 5466
1642, 2726
6446, 3641
2433, 8895
1551, 7533
3830, 255
8103, 9900
9481, 7008
7930, 3577
9314, 8431
218, 6598
2902, 6215
9624, 3670
9493, 4264
5674, 932
4257, 1172
8120, 7146
4329, 7638
7681, 1695
7843, 6303
4618, 9439
9624, 8174
2502, 7224
504, 6731
4338, 255
6111, 1905
5703, 5997
9680, 4006
3698, 3818
1277, 3160
6176, 6740
8761, 7909
3091, 1132
820, 6823
5458, 3261
1382, 3882
5676, 26
9879, 4683
6477, 5458
8362, 991
5225, 8995
1914, 638
5701, 2344
7533, 5722
3685, 9008
7477, 1360
5456, 1085
8645, 2041
3599, 9141
433, 7981
5941, 2297
7790, 501
7721, 592
4520, 8971
3438, 6367
3298, 9632
7139, 2759
2840, 5930
8214, 7867
1233, 7288
1988, 780
881, 9940
9196, 2083
2394, 7716
6225, 3690
5714, 8924
5518, 4023
3919, 803
9059, 6214
1951, 1920
3598, 7362
8613, 4498
9349, 1536
8941, 9817
16, 2505
913, 6420
4644, 8257
4916, 8200
3289, 2200
8347, 3577
1613, 8685
188, 8
8449, 6218
6926, 6025
9505, 4816
4736, 8352
1057, 4336
4005, 5736
6675, 4210
5053, 7632
5781, 2534
2192, 2418
8872, 6069
979, 7312
6555, 2466
2300, 397
917, 8787
1282, 5046
2946, 2454
4366, 2875
4741, 9458
7934, 3006
7739, 2763
3576, 743
1488, 3505
4908, 897
1291, 7446
882, 5061
7012, 4634
5682, 8881
2167, 5861
6082, 7668
6928, 2880
9450, 6168
3301, 1792
7331, 8653
3395, 2960
7886, 6126
3985, 9722
1378, 7570
7521, 8913
7885, 498
7925, 7854
3531, 1346
4894, 8294
3236, 109
2991, 8068
9056, 1921
7776, 1720
8694, 9876
7742, 6635
6434, 7954
4992, 2222
5412, 1972
5173, 1598
6213, 9903
3529, 934
789, 7478
6759, 8946
9840, 8620
1175, 6619
2095, 7530
2120, 3763
8026, 8473
2489, 2527
6123, 4333
3154, 4476
8942, 2095
9664, 3935
7828, 9509
5949, 2589
2103, 7439
8893, 6004
3080, 7761
9364, 8484
5380, 7448
7478, 6398
501, 4635
839, 4855
5605, 1248
9264, 7752
8317, 7031
7539, 4150
7003, 5527
1574, 5401
7954, 4259
347, 7131
9883, 7849
5424, 4495
1034, 6263
914, 4139
1723, 8986
6781, 2211
2651, 3476
2718, 8723
2259, 1561
4505, 7961
6719, 3575
4630, 1261
8781, 2271
3030, 1326
9233, 9636
6004, 4059
5286, 2367
2871, 3994
510, 4108
4580, 6168
394, 325
8016, 5790
7285, 4761
9746, 2060
6826, 2153
5655, 4421
8087, 9535
9888, 1078
8921, 4747
5142, 5732
8790, 6731
2381, 2817
7338, 4726
8870, 1195
7017, 6053
3646, 9441
8004, 4222
3524, 1395
4310, 31
9992, 2949
2718, 9364
9263, 3103
1127, 1797
1475, 6820
8274, 8974
1047, 781
245, 8044
2248, 5986
5949, 81
2591, 7988
3439, 9253
6804, 938
3325, 7865
4460, 9845
1972, 5160
946, 7602
8817, 5965
5540, 5564
4676, 8251
4388, 12
5660, 3245
7327, 590
6226, 619
7067, 1969
626, 5509
1897, 9002
5876, 8591
1978, 7269
1897, 1434
7309, 6810
4753, 5002
7110, 8984
6889, 8489
6395, 7713
1937, 1575
4968, 1633
5244, 6556
4466, 2091
2529, 5004
7512, 1426
9454, 7670
6886, 8754
